TIME [s]   SATELITE_I DISTANCE [m]        
84600      05         23377233.1336081    
84600      06         25044693.0292811    
84600      07         22981158.4649621    
84600      08         26903825.6702878    
84600      09         23263745.6913818    
84600      10         30669273.0590295    
84600      11         24522521.1422111    
84600      12         27119074.9872497    
84600      13         23079019.4406218    
84600      14         32806745.8322918    
84600      15         25986089.8159869    
84600      16         31331536.8005912    
84600      17         20878774.989182     
84600      18         29908582.9890667    
84600      19         22056645.8482984    
84600      20         25675101.7971806    
84600      21         30480158.6605316    
84600      22         29407048.7057936    
84600      23         25779485.381312     
84600      24         27941115.1304122    
84600      25         30062259.6735698    
84600      26         32100738.6964303    
84600      27         29820147.6323186    
84600      28         21895482.8544916    
84600      29         31577139.6871763    
84600      30         21945806.8225345    
84600      31         31469335.3116484    
84600      32         32946130.2743042    
85500      01         25457195.1740637    
85500      02         25923593.0659848    
85500      03         28591559.9309981    
85500      04         31440392.3046189    
85500      05         23496051.5660106    
85500      06         24813830.9153464    
85500      07         23083530.1345936    
85500      08         27479551.7205593    
85500      09         23821685.2131352    
85500      10         30334210.8700617    
85500      11         24641191.2353119    
85500      12         26674411.9859601    
85500      13         22541509.5813103    
85500      14         32911726.950699     
85500      15         25417179.6844559    
85500      16         31518062.3844483    
85500      17         20672982.791685     
85500      18         29595185.6193424    
85500      19         21533419.9176941    
85500      20         25556076.9354934    
85500      21         30602812.8616484    
85500      22         29511200.2144866    
85500      23         26404385.6859166    
85500      24         27654401.9929838    
85500      25         29669465.8747821    
85500      26         32124101.2855443    
85500      27         30332678.0042538    
85500      28         22263761.5969983    
85500      29         31331454.5008356    
85500      30         21922542.1334951    
85500      31         31582637.0559362    
85500      32         32884822.9275112    
